Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
3d-toemrervinkel-vinkellineal-med-ridsespids,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182134325-0657e8fdeba84baa94e06b908fbdbd45-goods.jpg?v=1782031571,3,,,,,
3d-toemrervinkel-vinkellineal-med-ridsespids,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182137146-8fc761d3783b40ab8acfce0680b8dac2-goods.jpg?v=1782031571,4,,,,,
3d-toemrervinkel-vinkellineal-med-ridsespids,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182138601-26f9301b905b4081b280645afb70e6ba-goods.jpg?v=1782031572,5,,,,,
selvklaebende-traebaand-insektfaelde-til-frugttraeer,Selvklæbende Træbånd – Insektfælde til Frugttræer,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Beskyt frugttræerne – uden gift</h2>
<p>Du har ventet hele sæsonen på god frugt – og så kommer larver, myrer og kravlende insekter og ødelægger høsten. At sprøjte med gift vil du helst undgå, især tæt på det, du skal spise.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/1fc50502-4b0a-4e04-920a-de17d1bbbffb.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Selvklæbende træbånd""></p>
<h3 style=""font-size:19px;"">En simpel barriere, der bare virker</h3>
<p>Det selvklæbende træbånd lægges rundt om stammen og danner en klæbrig ring, der stopper kravlende insekter, før de når grene og frugt. Giftfrit, lugtfrit og helt uden kemikalier – skånsomt mod både træet og miljøet.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/476eca55-1855-4ac7-b790-42e89ffac786.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Træbånd om stamme""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Giftfri insektbarriere – trygt tæt på spiselig frugt</li>
<li>Selvklæbende – nemt at vikle rundt om stammen</li>
<li>10 cm bredt bånd, der dækker ordentligt</li>
<li>Stopper larver, myrer og kravlende skadedyr</li>
<li>Perfekt til æble-, pære- og kirsebærtræer</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/2188ec50-7512-48d9-85d4-2b5afc74f7a3.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Træbånd detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Have,"Frugttræer, Insektbeskyttelse, Dyrkning, Skadedyr, Have",FALSE,Title,Default Title,,,,,BAEVER-GARD-032,shopify,19,continue,manual,119.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1fc50502-4b0a-4e04-920a-de17d1bbbffb.jpg?v=1782031634,1,Selvklæbende træbånd,FALSE,Selvklæbende træbånd – giftfri insektfælde,"Stop larver og myrer uden gift – klæbrigt bånd om stammen beskytter æble-, pære- og kirsebærtræer hele sæsonen.",draft
selvklaebende-traebaand-insektfaelde-til-frugttraeer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/476eca55-1855-4ac7-b790-42e89ffac786.jpg?v=1782031635,2,,,,,
selvklaebende-traebaand-insektfaelde-til-frugttraeer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2188ec50-7512-48d9-85d4-2b5afc74f7a3.jpg?v=1782031634,3,,,,,
selvklaebende-traebaand-insektfaelde-til-frugttraeer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/873259dc-173d-4eae-ad40-257953de939e.jpg?v=1782031634,4,,,,,
selvklaebende-traebaand-insektfaelde-til-frugttraeer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/71bedaad-fe0d-47c7-be0f-64f4e4958210.jpg?v=1782031635,5,,,,,
4-vejs-vandhanetilslutning-slangefordeler-med-afspaerring,4-Vejs Vandhanetilslutning – Slangefordeler med Afspærring,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Én hane – fire slanger, nul bøvl</h2>
<p>Hele tiden at skrue slangen af og på mellem vandkanden, drypslangen og spuledysen er både tidskrævende og irriterende. Og oftest sprøjter det vand lige der, hvor du ikke vil have det.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/141a6638-e41d-4b4f-94bd-5b8d509b3fa3.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""4-vejs vandhanetilslutning""></p>
<h3 style=""font-size:19px;"">Tilslut alt på én gang</h3>
<p>Med denne 4-vejs vandhanetilslutning kan du tilslutte op til fire slanger samtidig fra den samme hane. Hvert udløb har sin egen tænd/sluk-ventil, så du styrer præcis, hvor vandet går hen – uden at skrue om på noget.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/691b67c5-6e55-4708-8a2f-094187d1938f.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandhanetilslutning med ventiler""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Fire separate udløb med individuelle ventiler</li>
<li>Styr flowet til hver slange uafhængigt af de andre</li>
<li>Passer til almindelige havehaner og lynkoblinger</li>
<li>Perfekt til vandingssystemer, drypslange og spuling</li>
<li>Holdbart materiale, der klarer udendørs brug sæson efter sæson</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/80f8bd3c-11cd-4044-b3a9-d5dd947a1c14.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Vandhanetilslutning i brug""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Vanding,"Vanding, Slange, Have, Udendørs, Vand",FALSE,Title,Default Title,,,,,BAEVER-GARD-033,shopify,12,continue,manual,189.00,229.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/141a6638-e41d-4b4f-94bd-5b8d509b3fa3.jpg?v=1782031692,1,4-vejs vandhanetilslutning,FALSE,4-vejs vandhanetilslutning med afspærring,Tilslut fire slanger til én hane og styr hver enkelt med egen ventil – nemt og uden bøvl i haven.,draft
4-vejs-vandhanetilslutning-slangefordeler-med-afspaerring,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/691b67c5-6e55-4708-8a2f-094187d1938f.jpg?v=1782031691,2,,,,,
4-vejs-vandhanetilslutning-slangefordeler-med-afspaerring,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/80f8bd3c-11cd-4044-b3a9-d5dd947a1c14.jpg?v=1782031692,3,,,,,
4-vejs-vandhanetilslutning-slangefordeler-med-afspaerring,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5a38546d-97ef-4388-95bf-6fa00b398bc5.jpg?v=1782031691,4,,,,,
4-vejs-vandhanetilslutning-slangefordeler-med-afspaerring,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3536ce90-f94d-47e1-a8c7-5f293a4c996c.jpg?v=1782031692,5,,,,,
poolfilter-renseboerste-dyse-med-trykkontrol,Poolfilter Rensebørste – Dyse med Trykkontrol,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Rent poolfilter på minutter – ikke timer</h2>
<p>Et tilstoppet filter gør vandet uklart og får poolpumpen til at arbejde hårdere, end den behøver. At skylle filteret i hånden er både vådt, sejt og sjældent rigtig rent.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/5c043c2a-e667-42b5-a556-9b79140caba8.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Poolfilter rensebørste""></p>
<h3 style=""font-size:19px;"">Skyl rent i ét eneste sving</h3>
<p>Børsten tilsluttes direkte til havevandslangen og spuler mellem filterets folder med rettet vandtryk. Den justerbare kontakt lader dig styre flowet, så du får fjernet snavs, blade og fedt uden at rive papirkernen i stykker.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/975fd035-1d88-42a7-bf1d-1170a3ee6278.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Rengøring af filter""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Justerbart vandtryk med kontakt</li>
<li>Rengør filterets folder hurtigt og skånsomt</li>
<li>Tilsluttes direkte til almindelig havevandslange</li>
<li>Passer til pool- og spafiltre med papirkerne</li>
<li>Forlænger filterets levetid og holder vandet klart</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/96856063-56f0-4495-bf85-3c09cc867e4f.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Børste detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Pool,"Filter, Pool, Rengøring, Have, Udendørs",FALSE,Title,Default Title,,,,,BAEVER-GARD-034,shopify,19,continue,manual,189.00,229.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5c043c2a-e667-42b5-a556-9b79140caba8.jpg?v=1782031755,1,Poolfilter rensebørste,FALSE,Poolfilter rensebørste med trykkontrol,Spul filterets folder rene med justerbart vandtryk – hurtigere og mere skånsomt end håndvask.,draft
poolfilter-renseboerste-dyse-med-trykkontrol,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/975fd035-1d88-42a7-bf1d-1170a3ee6278.jpg?v=1782031755,2,,,,,
poolfilter-renseboerste-dyse-med-trykkontrol,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/96856063-56f0-4495-bf85-3c09cc867e4f.jpg?v=1782031755,3,,,,,
poolfilter-renseboerste-dyse-med-trykkontrol,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/9ab97f3f-f386-4e80-a0a6-f81f264ec067.jpg?v=1782031755,4,,,,,
poolfilter-renseboerste-dyse-med-trykkontrol,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2201e86e-ed08-4303-b3a2-a451a656fc3f.jpg?v=1782031755,5,,,,,
hoejtryks-bilvaskepistol-justerbar-slangedyse,Højtryks Bilvaskepistol – Justerbar Slangedyse,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Vask bilen med rigtigt tryk – uden en dyr højtryksrenser</h2>
<p>En almindelig havevandslange kan ikke skylle ordentligt snavs og vintergrus væk. Resultatet bliver ridser, når du gnider, og en vask, der tager dobbelt så lang tid.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/ca0f87c1-5811-4638-938b-2c3695e75d90.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Højtryks bilvaskepistol""></p>
<h3 style=""font-size:19px;"">Kraftfuld stråle direkte på slangen</h3>
<p>Dysen koncentrerer vandet til en kraftfuld højtryksstråle, der skyller ler, støv og grus væk, før du overhovedet rører laken. Den justerbare spredning lader dig skifte mellem hård stråle og blød skylning. Leveres med 3/4"" og 1/2"" lynkoblinger, så den passer til din slange.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/cc1c37b7-55cd-4fd4-a6d4-ed3d0966b237.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Bilvaskepistol i brug""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Kraftfuld højtryksstråle fra almindelig havevandslange</li>
<li>Justerbar spredning – fra hård stråle til blød skylning</li>
<li>3/4"" og 1/2"" lynkoblinger medfølger</li>
<li>Ergonomisk håndtag med behageligt greb</li>
<li>Perfekt til bil, kæledyr, terrasse og have</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/02548298-fa75-4ee5-999c-c75aacbef3ca.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Dyse detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Biltilbehør,"Bil, Bilvask, Garage, Rengøring, Have",FALSE,Title,Default Title,,,,,BAEVER-CAR-035,shopify,19,continue,manual,209.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ca0f87c1-5811-4638-938b-2c3695e75d90.jpg?v=1782031823,1,Højtryks bilvaskepistol,FALSE,Højtryks bilvaskepistol – kraftfuld stråle fra hanen,Vask bilen som med en højtryksrenser – kraftfuld justerbar stråle direkte fra den almindelige havevandslange.,draft
hoejtryks-bilvaskepistol-justerbar-slangedyse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/cc1c37b7-55cd-4fd4-a6d4-ed3d0966b237.jpg?v=1782031822,2,,,,,
hoejtryks-bilvaskepistol-justerbar-slangedyse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/02548298-fa75-4ee5-999c-c75aacbef3ca.jpg?v=1782031822,3,,,,,
hoejtryks-bilvaskepistol-justerbar-slangedyse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/811f0349-5823-4b02-863a-db502e0fd2ad.jpg?v=1782031822,4,,,,,
hoejtryks-bilvaskepistol-justerbar-slangedyse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2cd99a05-cb70-43d0-aafd-3cc2e582bfaa.jpg?v=1782031823,5,,,,,
lommekaedesav-baerbar-haandsav-med-skridsikkert-haandtag,Lommekædesav – Bærbar Håndsav med Skridsikkert Håndtag,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Sav brænde overalt – kan være i lommen</h2>
<p>Når du er ude i skoven, på camping eller bare skal rydde en gren i haven, er en stor sav både tung og besværlig at slæbe med. Men uden sav står du der og brækker grene i hånden.</p>
<p><img src=""https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/295cd1066dd2d541e61567e80285f253.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Lommekædesav""></p>
<h3 style=""font-size:19px;"">Fuld savkraft i lommeformat</h3>
<p>Lommekædesaven er en kæde med skarpe tænder og to skridsikre håndtag. Du lægger den rundt om grenen og trækker frem og tilbage – kæden klarer jobbet på sekunder. Sammenfoldet fylder den intet i lommen eller rygsækken og vejer næsten ingenting.</p>
<p><img src=""https://img.kwcdn.com/product/1e2982479e/6451012e-b03e-4b31-80fd-551c37830bcf_1200x1200.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Lommekædesav i brug""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Skarp kæde, der saver gennem grene på sekunder</li>
<li>Skridsikre håndtag til sikkert greb</li>
<li>Vejer næsten ingenting – kan være i lommen</li>
<li>Perfekt til camping, vandreture og overlevelsesudstyr</li>
<li>Intet batteri, intet brændstof – altid klar</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/4b3f433315e7d9ffff0ddc8af311268c.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Lommekædesav detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Friluftsliv,"Camping, Friluftsliv, Sav, Værktøj, Overlevelse",FALSE,Title,Default Title,,,,,BAEVER-CAMP-036,shopify,17,continue,manual,149.00,189.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/295cd1066dd2d541e61567e80285f253.jpg?v=1782031922,1,Lommekædesav,FALSE,Lommekædesav – bærbar håndsav til skov og camping,"Fold den ud og sav grenen af på sekunder – kompakt kædesav uden batteri, altid klar i lommen.",draft
lommekaedesav-baerbar-haandsav-med-skridsikkert-haandtag,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6451012e-b03e-4b31-80fd-551c37830bcf_1200x1200_eb9bb1d3-f0db-4900-a023-d5c926505313.jpg?v=1782031921,2,,,,,
lommekaedesav-baerbar-haandsav-med-skridsikkert-haandtag,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4b3f433315e7d9ffff0ddc8af311268c.jpg?v=1782031919,3,,,,,
lommekaedesav-baerbar-haandsav-med-skridsikkert-haandtag,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/83a7705c-e168-4099-8962-62d0ad81a464_800x800_017962ae-f7a8-4b3f-9b5b-73879bf83506.jpg?v=1782031920,4,,,,,
lommekaedesav-baerbar-haandsav-med-skridsikkert-haandtag,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/71cb6e8d8b92e8c49776d66a547b1831.jpg?v=1782031920,5,,,,,
mesh-haveforklaede-aandbart-med-lommer,Mesh Haveforklæde – Åndbart med Lommer,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Hold redskaberne tæt på – og tøjet rent</h2>
<p>At løbe ind og ud efter beskæresaksen, handskerne og frøposen tager både tid og tålmodighed. Og almindelige forklæder bliver varme og svedige, så snart solen titter frem.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/0c12e92a-c242-4375-93f1-4251a4367bf5.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Mesh haveforklæde""></p>
<h3 style=""font-size:19px;"">Køligt, holdbart og fuld af lommer</h3>
<p>Dette haveforklæde i åndbar mesh holder dig kølig selv på varme dage, samtidig med at det beskytter tøjet mod jord og pletter. De rummelige lommer holder værktøj, frø og telefon inden for rækkevidde, så du slipper for at løbe frem og tilbage.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/2153ed71-e3fc-4653-aceb-28004651c54d.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Forklæde med lommer""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Åndbar mesh, der holder dig kølig</li>
<li>Flere rummelige lommer til værktøj og tilbehør</li>
<li>Justerbare bånd, der passer de fleste</li>
<li>Beskytter tøjet mod jord, vand og pletter</li>
<li>Passer til havearbejde, tømrerarbejde og håndværk</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/12fe0ac5-5834-4c88-81be-74c6c94a4eb3.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Forklæde detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Have,"Forklæde, Dyrkning, Beskyttelse, Have, Udendørs",FALSE,Title,Default Title,,,,,BAEVER-GARD-037,shopify,19,continue,manual,269.00,329.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0c12e92a-c242-4375-93f1-4251a4367bf5.jpg?v=1782031973,1,Mesh haveforklæde,FALSE,Mesh haveforklæde med lommer – køligt og praktisk,Åndbart forklæde med rummelige lommer – hold værktøjet ved hånden og tøjet rent i haven.,draft
mesh-haveforklaede-aandbart-med-lommer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2153ed71-e3fc-4653-aceb-28004651c54d.jpg?v=1782031973,2,,,,,
mesh-haveforklaede-aandbart-med-lommer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/12fe0ac5-5834-4c88-81be-74c6c94a4eb3.jpg?v=1782031973,3,,,,,
mesh-haveforklaede-aandbart-med-lommer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0559ed18-543e-4d73-a51d-3c990f489735.jpg?v=1782031973,4,,,,,
mesh-haveforklaede-aandbart-med-lommer,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f24046e1-d9be-4eff-a7bf-d73679e15b92.jpg?v=1782031973,5,,,,,
teleskopisk-sproejtepistol-til-have-bilvask,Teleskopisk Sprøjtepistol – til Have & Bilvask,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Nå helt derud – uden at blive våd</h2>
<p>At vande høje hængende krukker, skylle tagrenden eller nå ind under bilen med en almindelig sprøjtepistol er næsten umuligt. Du strækker dig, spilder og bliver våd om armen.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/1d7007d0-46b2-46c7-a227-ddf4e8ca12ae.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Teleskopisk sprøjtepistol""></p>
<h3 style=""font-size:19px;"">Længere rækkevidde, fuld kontrol</h3>
<p>Den teleskopiske sprøjtepistol forlænges, så du når højt og langt uden at strække dig. Det ergonomiske håndtag lader dig justere strålen fra blød dusch til kraftfuld stråle – perfekt til både sarte planter og en beskidt bil.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/e73d6cd3-4e84-4ca3-8e17-ba632a42d4b4.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Sprøjtepistol i brug""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Teleskopisk design, der når højt og langt</li>
<li>Justerbar stråle – fra dusch til kraftfuld stråle</li>
<li>Ergonomisk håndtag, der ligger godt i hånden</li>
<li>Til vanding, bilvask, kæledyrsbad og udendørs rengøring</li>
<li>Holdbar konstruktion, der klarer sæsonens vejr</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/07de7f74-964e-4be6-9c2c-d7987b77231b.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Sprøjtepistol detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Vanding,"Vanding, Bilvask, Slange, Have, Udendørs",FALSE,Title,Default Title,,,,,BAEVER-GARD-038,shopify,19,continue,manual,229.00,279.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1d7007d0-46b2-46c7-a227-ddf4e8ca12ae.jpg?v=1782032028,1,Teleskopisk sprøjtepistol,FALSE,Teleskopisk sprøjtepistol – nå højt og langt,"Forlængelig sprøjtepistol med justerbar stråle – perfekt til vanding, bilvask og udendørs rengøring.",draft
teleskopisk-sproejtepistol-til-have-bilvask,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/e73d6cd3-4e84-4ca3-8e17-ba632a42d4b4.jpg?v=1782032028,2,,,,,
teleskopisk-sproejtepistol-til-have-bilvask,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/07de7f74-964e-4be6-9c2c-d7987b77231b.jpg?v=1782032028,3,,,,,
teleskopisk-sproejtepistol-til-have-bilvask,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5607bbf0-383e-4f7a-ac8f-570f1cea4793.jpg?v=1782032028,4,,,,,
teleskopisk-sproejtepistol-til-have-bilvask,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ba021d93-cb6d-401f-b3d6-72711301d5ee.jpg?v=1782032029,5,,,,,
skulderrem-til-trimmer-justerbar-nylonrem,Skulderrem til Trimmer – Justerbar Nylonrem,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Trim længere – uden ondt i ryg og skuldre</h2>
<p>At bære hele trimmerens vægt i armene gør, at du bliver træt efter kun få minutter. Skuldre, nakke og ryg tager smækket, og arbejdet tager længere tid, end det burde.</p>
<p><img src=""https://img.kwcdn.com/product/open/e0eacffe518545679195983f7a434ba3-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Skulderrem til trimmer""></p>
<h3 style=""font-size:19px;"">Lad selen bære vægten</h3>
<p>Den justerbare skulderrem fordeler trimmerens vægt over skuldre og ryg i stedet for at belaste armene. Med den rette indstilling føles redskabet lettere, og du arbejder komfortabelt meget længere.</p>
<p><img src=""https://img.kwcdn.com/product/open/ce11fb3c46664abc8db4456e96b34157-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Skulderrem på""></p>
<h3 style=""font-size:19px;"">Funktioner</h3>
<ul>
<li>Fordeler vægten over skuldre og ryg</li>
<li>Justerbar nylonrem, der passer de fleste kropstyper</li>
<li>Aflaster arme, nakke og håndled</li>
<li>Passer til de fleste græstrimmere og buskryddere</li>
<li>Solid metalkrog til hurtig på- og aftagning</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/open/aec0916f27d24b769d1eef68cff2851c-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Skulderrem detalje""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30 dages tilfreds-kunde-garanti.</strong> Ikke helt tilfreds? Kontakt os inden for 30 dage, så løser vi det – uden bøvl.</p>
</div>",Bæverbutikken,Have,"Rygstøtte, Sele, Trimmer, Have, Udendørs",FALSE,Title,Default Title,,,,,BAEVER-GARD-039,shopify,0,continue,manual,399.00,449.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/e0eacffe518545679195983f7a434ba3-goods.jpg?v=1782032083,1,Skulderrem til trimmer,FALSE,Skulderrem til trimmer – aflast ryg og skuldre,Justerbar nylonrem fordeler trimmerens vægt over skuldre og ryg – arbejd længere uden smerter.,draft
skulderrem-til-trimmer-justerbar-nylonrem,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ce11fb3c46664abc8db4456e96b34157-goods.jpg?v=1782032082,2,,,,,
skulderrem-til-trimmer-justerbar-nylonrem,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/aec0916f27d24b769d1eef68cff2851c-goods.jpg?v=1782032083,3,,,,,
skulderrem-til-trimmer-justerbar-nylonrem,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7eea073fbd85435080bb8dc76b501b0c-goods.jpg?v=1782032082,4,,,,,
